Spieler;Marktwert;Besitzer;TM_Stand
Doekhi;3.940.000;Nico;06.06.2025
Skarke;1.400.000;Thomas;06.06.2025
Koudossou;440.000;Dominik;06.06.2025
Král;540.000;Computer;06.06.2025
Dina Ebimbe;510.000;Computer;06.06.2025
Diehl;570.000;Thomas;06.06.2025
Juranović;1.550.000;Nico;06.06.2025
Traoré;1.360.000;Christoph;06.06.2025
Rosenfelder;1.740.000;Alfons;06.06.2025
Čvančara;1.180.000;Computer;06.06.2025
Boniface;8.250.000;Alfons;06.06.2025
Undav;12.200.000;Computer;06.06.2025
Finkgräfe;1.680.000;Computer;06.06.2025
Stergiou;1.340.000;Dominik;06.06.2025
Pavlović;9.330.000;Nico;06.06.2025
Fukuda;400.000;Alfons;06.06.2025
Wätjen;350.000;Thomas;06.06.2025
B. Dárdai;1.910.000;Dominik;06.06.2025
Vasilj;2.980.000;Dominik;06.06.2025
Saliakas;3.340.000;Nico;06.06.2025
Sander;2.050.000;Dominik;06.06.2025
Ouédraogo;2.010.000;Nico;06.06.2025
Prtajin;290.000;Computer;06.06.2025
Querfeld;3.800.000;Alfons;06.06.2025
Hendriks;1.510.000;Nico;06.06.2025
Uzun;4.150.000;Christoph;06.06.2025
Højlund;1.660.000;Alfons;06.06.2025
Kristensen;7.460.000;Alfons;06.06.2025
Chase;870.000;Computer;06.06.2025
Tabaković;1.780.000;Alfons;06.06.2025
Vermeeren;2.180.000;Christoph;06.06.2025
Hennrich;170.000;Dominik;06.06.2025
G. Orban;1.920.000;Nico;06.06.2025
Wahi;2.600.000;Nico;06.06.2025
B. Touré;2.810.000;Christoph;06.06.2025
Ljubičić;700.000;Alfons;06.06.2025
Vidić;160.000;Thomas;06.06.2025
Pesch;200.000;Nico;06.06.2025
Hermann;160.000;Computer;06.06.2025
Muheim;3.830.000;Nico;06.06.2025
Agyekum;350.000;Computer;06.06.2025
Suzuki;6.500.000;Nico;06.06.2025
Neuer;2.450.000;Dominik;07.06.2025
Groß;7.570.000;Dominik;07.06.2025
Götze;2.970.000;Christoph;07.06.2025
Höfler;450.000;Alfons;07.06.2025
Ma. Müller;240.000;Dominik;07.06.2025
Can;3.790.000;Dominik;07.06.2025
Gregoritsch;2.610.000;Nico;07.06.2025
J. Hofmann;3.990.000;Computer;07.06.2025
K. Müller;1.680.000;Christoph;07.06.2025
Gerhardt;840.000;Christian;07.06.2025
Haberer;1.540.000;Dominik;07.06.2025
Zentner;3.620.000;Nico;07.06.2025
M. Eggestein;4.750.000;Thomas;07.06.2025
Zetterer;2.340.000;Christoph;07.06.2025
Mittelstädt;10.780.000;Thomas;07.06.2025
Gulácsi;3.300.000;Alfons;07.06.2025
Dorsch;1.740.000;Nico;07.06.2025
Heuer Fernandes;2.200.000;Thomas;07.06.2025
B. Jatta;2.540.000;Thomas;07.06.2025
Wahl;3.830.000;Thomas;07.06.2025
Schöppner;3.370.000;Computer;07.06.2025
Hübers;3.170.000;Computer;07.06.2025
Bruun Larsen;1.360.000;Thomas;07.06.2025
Hack;5.540.000;Christoph;07.06.2025
Meyer;240.000;Thomas;07.06.2025
Dahmen;3.130.000;Thomas;07.06.2025
Beste;3.490.000;Dominik;07.06.2025
Baumgartner;2.690.000;Dominik;07.06.2025
Tietz;4.170.000;Alfons;07.06.2025
Lainer;810.000;Dominik;07.06.2025
Schlager;3.130.000;Dominik;07.06.2025
Osterhage;2.800.000;Thomas;07.06.2025
Musiala;17.060.000;Thomas;07.06.2025
Doan;13.800.000;Thomas;07.06.2025
Martel;4.630.000;Alfons;07.06.2025
Dinkçi;1.860.000;Alfons;07.06.2025
Knauff;5.770.000;Nico;07.06.2025
Stach;5.950.000;Dominik;07.06.2025
La. Günther;170.000;Computer;07.06.2025
Widmer;720.000;Alfons;07.06.2025
Adli;4.400.000;Dominik;07.06.2025
Ilaix Moriba;300.000;Computer;07.06.2025
Wanner;4.370.000;Dominik;07.06.2025
Chabot;5.810.000;Computer;07.06.2025
Doekhi;4.030.000;Nico;07.06.2025
Skarke;1.400.000;Thomas;07.06.2025
Král;520.000;Computer;07.06.2025
Dina Ebimbe;490.000;Computer;07.06.2025
P. Aaronson;1.800.000;Dominik;07.06.2025
Diehl;650.000;Thomas;07.06.2025
Juranović;1.580.000;Nico;07.06.2025
Traoré;1.360.000;Christoph;07.06.2025
Rosenfelder;1.830.000;Alfons;07.06.2025
Boniface;8.340.000;Alfons;07.06.2025
Undav;12.390.000;Computer;07.06.2025
Finkgräfe;1.930.000;Christoph;07.06.2025
Stergiou;1.360.000;Dominik;07.06.2025
Pavlović;9.530.000;Nico;07.06.2025
Fukuda;430.000;Alfons;07.06.2025
Alvero;330.000;Computer;07.06.2025
Wätjen;340.000;Thomas;07.06.2025
B. Dárdai;1.820.000;Dominik;07.06.2025
Vasilj;3.090.000;Dominik;07.06.2025
Saliakas;3.360.000;Nico;07.06.2025
Sander;2.150.000;Dominik;07.06.2025
Ouédraogo;2.040.000;Nico;07.06.2025
Prtajin;300.000;Computer;07.06.2025
Querfeld;4.050.000;Alfons;07.06.2025
Veratschnig;410.000;Christoph;07.06.2025
Hendriks;1.530.000;Nico;07.06.2025
Uzun;4.410.000;Christoph;07.06.2025
Preu;460.000;Christoph;07.06.2025
Højlund;1.710.000;Alfons;07.06.2025
Kristensen;7.140.000;Alfons;07.06.2025
Chase;930.000;Computer;07.06.2025
Tabaković;1.870.000;Alfons;07.06.2025
Vermeeren;2.030.000;Christoph;07.06.2025
Hennrich;170.000;Dominik;07.06.2025
G. Orban;1.850.000;Nico;07.06.2025
Schmitz;160.000;Computer;07.06.2025
Wahi;2.910.000;Nico;07.06.2025
B. Touré;2.890.000;Christoph;07.06.2025
Ljubičić;790.000;Alfons;07.06.2025
Vidić;160.000;Thomas;07.06.2025
Hermann;160.000;Computer;07.06.2025
Elfadli;4.060.000;Dominik;07.06.2025
Muheim;3.830.000;Nico;07.06.2025
Agyekum;340.000;Computer;07.06.2025
Suzuki;6.110.000;Nico;07.06.2025
Neuer;2.290.000;Dominik;08.06.2025
Groß;7.160.000;Dominik;08.06.2025
Götze;3.170.000;Christoph;08.06.2025
Höfler;460.000;Alfons;08.06.2025
Ma. Müller;220.000;Dominik;08.06.2025
Can;3.640.000;Dominik;08.06.2025
Gregoritsch;2.470.000;Nico;08.06.2025
Gerhardt;810.000;Christian;08.06.2025
Haberer;1.620.000;Dominik;08.06.2025
Zentner;3.360.000;Nico;08.06.2025
Amiri;12.770.000;Computer;08.06.2025
M. Eggestein;4.610.000;Thomas;08.06.2025
Zetterer;2.330.000;Christoph;08.06.2025
Mittelstädt;10.230.000;Thomas;08.06.2025
Gulácsi;3.160.000;Alfons;08.06.2025
Dorsch;1.790.000;Nico;08.06.2025
Heuer Fernandes;2.390.000;Thomas;08.06.2025
B. Jatta;2.340.000;Thomas;08.06.2025
Wahl;3.700.000;Thomas;08.06.2025
Schöppner;3.140.000;Computer;08.06.2025
Bruun Larsen;1.290.000;Thomas;08.06.2025
Hack;5.520.000;Christoph;08.06.2025
Meyer;240.000;Thomas;08.06.2025
Dahmen;3.070.000;Thomas;08.06.2025
Vagnoman;2.020.000;Computer;08.06.2025
Beste;3.430.000;Dominik;08.06.2025
Baumgartner;2.590.000;Dominik;08.06.2025
Tietz;4.000.000;Alfons;08.06.2025
Lainer;760.000;Dominik;08.06.2025
Schlager;3.310.000;Dominik;08.06.2025
Osterhage;2.570.000;Thomas;08.06.2025
Musiala;17.010.000;Thomas;08.06.2025
P. Nebel;11.370.000;Computer;08.06.2025
Doan;13.420.000;Thomas;08.06.2025
Martel;4.530.000;Alfons;08.06.2025
Dinkçi;1.970.000;Alfons;08.06.2025
Knauff;5.650.000;Nico;08.06.2025
Stach;5.610.000;Dominik;08.06.2025
La. Günther;160.000;Computer;08.06.2025
Widmer;680.000;Alfons;08.06.2025
Adli;4.190.000;Dominik;08.06.2025
Wanner;4.080.000;Dominik;08.06.2025
Doekhi;3.880.000;Nico;08.06.2025
Skarke;1.370.000;Thomas;08.06.2025
Perea;160.000;Computer;08.06.2025
Král;480.000;Computer;08.06.2025
Dina Ebimbe;530.000;Computer;08.06.2025
P. Aaronson;1.820.000;Dominik;08.06.2025
Diehl;610.000;Thomas;08.06.2025
Juranović;1.460.000;Nico;08.06.2025
Traoré;1.280.000;Christoph;08.06.2025
Rosenfelder;1.960.000;Alfons;08.06.2025
Boniface;8.130.000;Alfons;08.06.2025
N. Collins;2.610.000;Computer;08.06.2025
Kovář;410.000;Computer;08.06.2025
Finkgräfe;1.830.000;Christoph;08.06.2025
Stergiou;1.310.000;Dominik;08.06.2025
Pavlović;9.100.000;Nico;08.06.2025
Fukuda;430.000;Alfons;08.06.2025
Alvero;320.000;Computer;08.06.2025
Wätjen;330.000;Thomas;08.06.2025
B. Dárdai;1.830.000;Dominik;08.06.2025
Vasilj;3.050.000;Dominik;08.06.2025
Saliakas;3.230.000;Nico;08.06.2025
Sander;2.160.000;Dominik;08.06.2025
Ouédraogo;2.140.000;Nico;08.06.2025
Querfeld;3.820.000;Alfons;08.06.2025
Veratschnig;410.000;Christoph;08.06.2025
Hendriks;1.470.000;Nico;08.06.2025
Preu;440.000;Christoph;08.06.2025
Højlund;1.740.000;Alfons;08.06.2025
Kristensen;6.910.000;Alfons;08.06.2025
Chase;910.000;Dominik;08.06.2025
Tabaković;1.730.000;Alfons;08.06.2025
Vermeeren;2.240.000;Christoph;08.06.2025
Pavlešić;160.000;Computer;08.06.2025
Hennrich;160.000;Dominik;08.06.2025
Schmitz;160.000;Computer;08.06.2025
Wahi;2.870.000;Nico;08.06.2025
B. Touré;2.850.000;Christoph;08.06.2025
Ljubičić;780.000;Alfons;08.06.2025
Vidić;160.000;Thomas;08.06.2025
Kusi-Asare;820.000;Computer;08.06.2025
Hermann;160.000;Computer;08.06.2025
Elfadli;3.960.000;Dominik;08.06.2025
Muheim;3.740.000;Nico;08.06.2025
Götze;3.170.000;Christoph;09.06.2025
Höfler;520.000;Alfons;09.06.2025
Gregoritsch;2.700.000;Nico;09.06.2025
J. Hofmann;4.550.000;Alfons;09.06.2025
K. Müller;1.770.000;Christoph;09.06.2025
Haberer;1.610.000;Dominik;09.06.2025
Zentner;3.500.000;Nico;09.06.2025
Amiri;12.810.000;Computer;09.06.2025
M. Eggestein;4.530.000;Thomas;09.06.2025
Zetterer;2.350.000;Christoph;09.06.2025
Mittelstädt;10.230.000;Thomas;09.06.2025
Gulácsi;3.290.000;Alfons;09.06.2025
Dorsch;1.870.000;Nico;09.06.2025
Heuer Fernandes;2.280.000;Thomas;09.06.2025
B. Jatta;2.340.000;Thomas;09.06.2025
Wahl;3.830.000;Thomas;09.06.2025
Schöppner;3.370.000;Alfons;09.06.2025
Hübers;3.230.000;Dominik;09.06.2025
Bruun Larsen;1.410.000;Thomas;09.06.2025
Hack;5.530.000;Christoph;09.06.2025
Meyer;240.000;Thomas;09.06.2025
Dahmen;3.090.000;Thomas;09.06.2025
Vagnoman;2.170.000;Computer;09.06.2025
Neuhaus;2.850.000;Computer;09.06.2025
Beste;3.560.000;Dominik;09.06.2025
Baumgartner;2.690.000;Dominik;09.06.2025
Tietz;3.830.000;Alfons;09.06.2025
Trimmel;1.760.000;Computer;09.06.2025
Schlager;3.260.000;Dominik;09.06.2025
Osterhage;2.380.000;Thomas;09.06.2025
Musiala;18.650.000;Thomas;09.06.2025
P. Nebel;11.390.000;Computer;09.06.2025
Doan;12.580.000;Thomas;09.06.2025
Martel;4.550.000;Alfons;09.06.2025
Dinkçi;2.140.000;Alfons;09.06.2025
Knauff;5.730.000;Nico;09.06.2025
La. Günther;170.000;Computer;09.06.2025
Chabot;5.790.000;Dominik;09.06.2025
Doekhi;3.960.000;Nico;09.06.2025
Skarke;1.320.000;Thomas;09.06.2025
Perea;160.000;Computer;09.06.2025
Dina Ebimbe;540.000;Alfons;09.06.2025
P. Aaronson;1.970.000;Dominik;09.06.2025
Diehl;600.000;Thomas;09.06.2025
Juranović;1.600.000;Nico;09.06.2025
Maza;8.700.000;Computer;09.06.2025
Traoré;1.360.000;Christoph;09.06.2025
Rosenfelder;2.210.000;Alfons;09.06.2025
Boniface;8.350.000;Alfons;09.06.2025
Undav;12.800.000;Alfons;09.06.2025
N. Collins;2.610.000;Computer;09.06.2025
Kovář;390.000;Computer;09.06.2025
Finkgräfe;1.830.000;Christoph;09.06.2025
Stergiou;1.420.000;Dominik;09.06.2025
Pavlović;9.040.000;Nico;09.06.2025
Fukuda;430.000;Alfons;09.06.2025
Eduardo;170.000;Computer;09.06.2025
Wätjen;310.000;Thomas;09.06.2025
Vasilj;2.930.000;Dominik;09.06.2025
Saliakas;3.370.000;Nico;09.06.2025
Sander;2.190.000;Dominik;09.06.2025
Ouédraogo;2.270.000;Nico;09.06.2025
Prtajin;300.000;Alfons;09.06.2025
Querfeld;3.920.000;Alfons;09.06.2025
Veratschnig;410.000;Christoph;09.06.2025
Hendriks;1.490.000;Nico;09.06.2025
Uzun;4.460.000;Christoph;09.06.2025
Preu;470.000;Christoph;09.06.2025
Højlund;1.780.000;Alfons;09.06.2025
Kristensen;6.970.000;Alfons;09.06.2025
Chase;880.000;Dominik;09.06.2025
Vermeeren;2.310.000;Christoph;09.06.2025
Pavlešić;160.000;Computer;09.06.2025
Hennrich;170.000;Dominik;09.06.2025
Schmitz;160.000;Computer;09.06.2025
Wahi;2.890.000;Nico;09.06.2025
B. Touré;2.920.000;Christoph;09.06.2025
Ljubičić;820.000;Alfons;09.06.2025
Gomis;1.420.000;Computer;09.06.2025
Kusi-Asare;830.000;Computer;09.06.2025
Elfadli;3.740.000;Dominik;09.06.2025
Muheim;3.780.000;Nico;09.06.2025
Neuer;2.100.000;Dominik;10.06.2025
Groß;6.300.000;Dominik;10.06.2025
Götze;3.080.000;Christoph;10.06.2025
Höfler;510.000;Alfons;10.06.2025
Can;3.780.000;Dominik;10.06.2025
Gregoritsch;2.660.000;Nico;10.06.2025
J. Hofmann;4.940.000;Alfons;10.06.2025
Süle;4.530.000;Computer;10.06.2025
Haberer;1.550.000;Dominik;10.06.2025
Zentner;3.250.000;Nico;10.06.2025
M. Eggestein;4.530.000;Thomas;10.06.2025
Zetterer;2.700.000;Christoph;10.06.2025
Mittelstädt;9.750.000;Thomas;10.06.2025
Gulácsi;3.180.000;Alfons;10.06.2025
Dorsch;1.850.000;Nico;10.06.2025
Heuer Fernandes;2.260.000;Thomas;10.06.2025
Jatta;2.240.000;Thomas;10.06.2025
Wahl;3.530.000;Thomas;10.06.2025
Schöppner;3.090.000;Alfons;10.06.2025
Hübers;3.090.000;Dominik;10.06.2025
Bruun Larsen;1.560.000;Thomas;10.06.2025
Hack;5.480.000;Christoph;10.06.2025
Meyer;230.000;Thomas;10.06.2025
Dahmen;3.160.000;Thomas;10.06.2025
Vagnoman;2.280.000;Nico;10.06.2025
Neuhaus;2.850.000;Computer;10.06.2025
Beste;3.510.000;Dominik;10.06.2025
Baumgartner;2.750.000;Dominik;10.06.2025
Tietz;3.770.000;Alfons;10.06.2025
Trimmel;1.730.000;Computer;10.06.2025
Schlager;3.450.000;Dominik;10.06.2025
Osterhage;2.300.000;Thomas;10.06.2025
Musiala;18.040.000;Thomas;10.06.2025
Doan;12.570.000;Thomas;10.06.2025
Martel;4.360.000;Alfons;10.06.2025
Dinkçi;2.330.000;Alfons;10.06.2025
Knauff;5.800.000;Nico;10.06.2025
Noll;160.000;Computer;10.06.2025
Stach;5.840.000;Dominik;10.06.2025
Millot;6.600.000;Computer;10.06.2025
Adli;4.550.000;Dominik;10.06.2025
Wanner;4.040.000;Dominik;10.06.2025
Chabot;5.400.000;Dominik;10.06.2025
Doekhi;3.600.000;Nico;10.06.2025
Skarke;1.380.000;Thomas;10.06.2025
Perea;160.000;Computer;10.06.2025
Dina Ebimbe;500.000;Alfons;10.06.2025
P. Aaronson;1.940.000;Dominik;10.06.2025
Diehl;640.000;Thomas;10.06.2025
Maza;10.000.000;Computer;10.06.2025
Traoré;1.350.000;Christoph;10.06.2025
Rosenfelder;2.310.000;Alfons;10.06.2025
Boniface;8.040.000;Alfons;10.06.2025
Undav;12.210.000;Alfons;10.06.2025
N. Collins;2.470.000;Computer;10.06.2025
Kovář;360.000;Computer;10.06.2025
Finkgräfe;1.950.000;Christoph;10.06.2025
Stergiou;1.360.000;Dominik;10.06.2025
Pavlović;9.220.000;Nico;10.06.2025
Fukuda;420.000;Alfons;10.06.2025
Eduardo;160.000;Computer;10.06.2025
Wätjen;310.000;Thomas;10.06.2025
Vasilj;3.130.000;Dominik;10.06.2025
Saliakas;3.350.000;Nico;10.06.2025
Sander;2.060.000;Dominik;10.06.2025
Ouédraogo;2.200.000;Nico;10.06.2025
Prtajin;290.000;Alfons;10.06.2025
Querfeld;3.810.000;Alfons;10.06.2025
Veratschnig;380.000;Christoph;10.06.2025
Hendriks;1.390.000;Nico;10.06.2025
Uzun;4.490.000;Christoph;10.06.2025
Preu;470.000;Christoph;10.06.2025
Højlund;1.630.000;Alfons;10.06.2025
Kristensen;6.940.000;Alfons;10.06.2025
Klaus;170.000;Computer;10.06.2025
Chase;870.000;Dominik;10.06.2025
Vermeeren;2.320.000;Christoph;10.06.2025
Pavlešić;160.000;Computer;10.06.2025
Hennrich;160.000;Dominik;10.06.2025
Schmitz;160.000;Thomas;10.06.2025
Wahi;3.190.000;Nico;10.06.2025
B. Touré;2.700.000;Christoph;10.06.2025
Ljubičić;770.000;Alfons;10.06.2025
Gomis;1.470.000;Computer;10.06.2025
Vidić;160.000;Computer;10.06.2025
Kusi-Asare;810.000;Computer;10.06.2025
Elfadli;3.690.000;Dominik;10.06.2025
Muheim;3.650.000;Nico;10.06.2025
Neuer;2.050.000;Dominik;11.06.2025
Groß;5.980.000;Dominik;11.06.2025
Höfler;540.000;Alfons;11.06.2025
Ginter;4.970.000;Computer;11.06.2025
Gregoritsch;2.720.000;Nico;11.06.2025
J. Hofmann;4.880.000;Alfons;11.06.2025
Süle;4.610.000;Computer;11.06.2025
Haberer;1.460.000;Dominik;11.06.2025
Zentner;3.330.000;Nico;11.06.2025
Amiri;12.830.000;Christoph;11.06.2025
M. Eggestein;4.550.000;Thomas;11.06.2025
Zetterer;2.540.000;Christoph;11.06.2025
Mittelstädt;9.900.000;Thomas;11.06.2025
Gulácsi;3.250.000;Alfons;11.06.2025
A. Jung;1.470.000;Computer;11.06.2025
Dorsch;1.890.000;Nico;11.06.2025
Heuer Fernandes;2.270.000;Thomas;11.06.2025
Jatta;2.350.000;Thomas;11.06.2025
Wahl;3.500.000;Thomas;11.06.2025
Schöppner;3.090.000;Alfons;11.06.2025
Hübers;3.140.000;Dominik;11.06.2025
Bruun Larsen;1.560.000;Thomas;11.06.2025
Hack;5.550.000;Christoph;11.06.2025
Meyer;240.000;Thomas;11.06.2025
Dahmen;3.140.000;Thomas;11.06.2025
Vagnoman;2.180.000;Nico;11.06.2025
Beste;3.650.000;Dominik;11.06.2025
Baumgartner;2.560.000;Dominik;11.06.2025
Tietz;3.880.000;Alfons;11.06.2025
Kilian;320.000;Computer;11.06.2025
Schlager;3.610.000;Dominik;11.06.2025
Osterhage;2.440.000;Thomas;11.06.2025
Musiala;18.400.000;Thomas;11.06.2025
P. Nebel;11.390.000;Dominik;11.06.2025
Doan;12.150.000;Thomas;11.06.2025
Martel;4.490.000;Alfons;11.06.2025
Dinkçi;2.370.000;Alfons;11.06.2025
Knauff;6.180.000;Nico;11.06.2025
Noll;170.000;Computer;11.06.2025
Stach;6.100.000;Dominik;11.06.2025
Millot;6.600.000;Computer;11.06.2025
Adli;4.860.000;Dominik;11.06.2025
Wanner;4.250.000;Dominik;11.06.2025
Schäfer;1.530.000;Computer;11.06.2025
Chabot;5.600.000;Dominik;11.06.2025
Doekhi;3.810.000;Nico;11.06.2025
Skarke;1.300.000;Thomas;11.06.2025
Nsoki;470.000;Computer;11.06.2025
Dina Ebimbe;510.000;Alfons;11.06.2025
P. Aaronson;2.000.000;Dominik;11.06.2025
Diehl;610.000;Thomas;11.06.2025
Maza;10.420.000;Nico;11.06.2025
Traoré;1.330.000;Christoph;11.06.2025
Milošević;300.000;Computer;11.06.2025
Rosenfelder;2.260.000;Alfons;11.06.2025
Boniface;8.310.000;Alfons;11.06.2025
Undav;12.260.000;Alfons;11.06.2025
Finkgräfe;1.940.000;Christoph;11.06.2025
Pavlović;9.290.000;Nico;11.06.2025
Fukuda;400.000;Alfons;11.06.2025
Eduardo;160.000;Computer;11.06.2025
Wätjen;290.000;Thomas;11.06.2025
Saliakas;3.100.000;Nico;11.06.2025
Sander;2.270.000;Dominik;11.06.2025
Ouédraogo;2.180.000;Nico;11.06.2025
Prtajin;280.000;Alfons;11.06.2025
Querfeld;3.990.000;Alfons;11.06.2025
Veratschnig;410.000;Christoph;11.06.2025
Hendriks;1.390.000;Nico;11.06.2025
Preu;460.000;Christoph;11.06.2025
Højlund;1.580.000;Alfons;11.06.2025
Ogbus;450.000;Computer;11.06.2025
Kristensen;7.130.000;Alfons;11.06.2025
Klaus;170.000;Computer;11.06.2025
Chase;890.000;Dominik;11.06.2025
Al-Dakhil;960.000;Computer;11.06.2025
Schmitz;170.000;Thomas;11.06.2025
Wahi;3.210.000;Nico;11.06.2025
B. Touré;2.510.000;Christoph;11.06.2025
Ljubičić;770.000;Alfons;11.06.2025
Vidić;160.000;Computer;11.06.2025
Elfadli;3.480.000;Dominik;11.06.2025
Muheim;3.540.000;Nico;11.06.2025
Diks;3.880.000;Computer;11.06.2025
Neuer;1.890.000;Dominik;12.06.2025
Groß;5.710.000;Dominik;12.06.2025
Höfler;510.000;Alfons;12.06.2025
Ginter;4.560.000;Computer;12.06.2025
Gregoritsch;2.600.000;Nico;12.06.2025
J. Hofmann;5.000.000;Alfons;12.06.2025
Haberer;1.350.000;Dominik;12.06.2025
Zentner;3.210.000;Nico;12.06.2025
Amiri;12.250.000;Christoph;12.06.2025
M. Eggestein;4.580.000;Thomas;12.06.2025
Mittelstädt;9.720.000;Thomas;12.06.2025
Gulácsi;3.230.000;Alfons;12.06.2025
A. Jung;1.650.000;Computer;12.06.2025
Dorsch;1.800.000;Nico;12.06.2025
Heuer Fernandes;2.450.000;Thomas;12.06.2025
Jatta;2.240.000;Thomas;12.06.2025
Wahl;3.330.000;Thomas;12.06.2025
Maier;860.000;Computer;12.06.2025
Hübers;3.010.000;Dominik;12.06.2025
Bruun Larsen;1.550.000;Thomas;12.06.2025
Hack;5.390.000;Christoph;12.06.2025
Meyer;220.000;Thomas;12.06.2025
Dahmen;3.300.000;Thomas;12.06.2025
Neuhaus;2.990.000;Thomas;12.06.2025
