Datum;Spieler;Besitzer;Hoechstgebot;Hoechstbietender;Zweitgebot;Zweitbietender
17.07.2025;Gebel;Computer;160800;Dominik;;
17.07.2025;Palacios;Thomas;5237100;Computer;;
17.07.2025;Capaldo;Christoph;4635000;Computer;;
17.07.2025;Weiser;Christoph;4740000;Computer;;
17.07.2025;Banzuzi;Computer;3010060;Alfons;;
17.07.2025;Boniface;Alfons;5054400;Computer;;
16.07.2025;Capaldo;Computer;4500100;Christoph;;
16.07.2025;Nkounkou;Thomas;493500;Computer;;
16.07.2025;Moerstedt;Dominik;1934400;Computer;;
16.07.2025;Pléa;Christoph;5500000;Computer;;
16.07.2025;Petersson;Computer;161288;Dominik;160160.0;Alfons
15.07.2025;Chase;Dominik;462000;Computer;;
15.07.2025;Bitshiabu;Christoph;2638400;Computer;;
15.07.2025;Jeong;Christoph;2060400;Computer;;
14.07.2025;Nkounkou;Computer;423000;Thomas;418560.0;Alfons
13.07.2025;Ma. Müller;Thomas;168000;Computer;;
13.07.2025;Pléa;Computer;5724000;Christoph;;
13.07.2025;Weißhaupt;Dominik;2205000;Computer;;
12.07.2025;Smolčić;Computer;200999;Christian;180300.0;Thomas
12.07.2025;Bitshiabu;Computer;2800000;Christoph;2784000.0;Thomas
12.07.2025;Ma. Müller;Computer;161009;Thomas;160060.0;Alfons
12.07.2025;Koulierakis;Pascal;2966400;Computer;;
12.07.2025;Laimer;Pascal;5170100;Computer;;
12.07.2025;Gnabry;Christoph;6890000;Computer;;
11.07.2025;P. Pfeiffer;Christian;306900;Computer;;
10.07.2025;Raab;Computer;172000;Thomas;170060.0;Alfons
10.07.2025;Gnabry;Computer;7460600;Christoph;;
10.07.2025;M. Philipp;Alfons;275400;Computer;;
10.07.2025;Jeong;Computer;1900000;Christoph;1887500.0;Nico
09.07.2025;Bittencourt;Pascal;1143300;Computer;;
09.07.2025;Finkgräfe;Christoph;3050000;Computer;;
09.07.2025;Mikelbrencis;Thomas;660000;Computer;;
09.07.2025;Uzun;Christoph;3403700;Computer;;
09.07.2025;Hack;Christoph;5522400;Computer;;
08.07.2025;M. Philipp;Computer;270080;Alfons;;
08.07.2025;Mikelbrencis;Computer;655000;Thomas;646080.0;Alfons
08.07.2025;Davies;Computer;3467000;Thomas;;
08.07.2025;Krattenmacher;Thomas;1165500;Computer;;
08.07.2025;Weiper;Computer;3765009;Thomas;;
08.07.2025;Čović;Alfons;173400;Computer;;
07.07.2025;Čović;Computer;160240;Alfons;160033.0;Thomas
07.07.2025;Niehues;Alfons;176800;Computer;;
07.07.2025;Muslija;Christoph;703500;Computer;;
07.07.2025;Flekken;Thomas;2753800;Computer;;
07.07.2025;Höfler;Dominik;478400;Computer;;
07.07.2025;Malanga;Thomas;244800;Computer;;
07.07.2025;Elmas;Alfons;659200;Computer;;
06.07.2025;Grimaldo;Computer;7489000;Thomas;;
06.07.2025;Flekken;Computer;2745000;Thomas;;
06.07.2025;Urbig;Thomas;850000;Computer;;
05.07.2025;Nacho Ferri;Thomas;178500;Computer;;
05.07.2025;Malanga;Computer;240099;Thomas;;
05.07.2025;Musiala;Thomas;15771000;Computer;;
04.07.2025;Hložek;Computer;5555555;Nico;;
04.07.2025;Faghir;Thomas;210000;Computer;;
04.07.2025;Treu;Computer;2788000;Thomas;;
04.07.2025;Muslija;Computer;660000;Christoph;;
03.07.2025;Bruun Larsen;Thomas;959500;Computer;;
03.07.2025;Oliveira;Thomas;189000;Computer;;
03.07.2025;Krattenmacher;Computer;1126000;Thomas;;
03.07.2025;Cozza;Computer;176000;Christian;174002.0;Thomas
02.07.2025;Faghir;Computer;191002;Thomas;190240.0;Alfons
01.07.2025;Petersson;Thomas;166400;Computer;;
01.07.2025;Elmas;Computer;746020;Alfons;;
01.07.2025;Sahiti;Computer;770000;Andreas;;
30.06.2025;Akpoguma;Computer;1900000;Alfons;;
30.06.2025;Ilić;Computer;4950900;Christoph;;
30.06.2025;Oliveira;Computer;180000;Thomas;;
29.06.2025;Petersson;Computer;160000;Thomas;;
29.06.2025;Palacios;Computer;5717000;Thomas;;
29.06.2025;Nacho Ferri;Computer;170009;Thomas;;
29.06.2025;B. Dárdai;Christoph;1203600;Computer;;
29.06.2025;Chaves;Christoph;1570000;Computer;;
29.06.2025;Paredes;Christoph;950000;Computer;;
29.06.2025;Nsoki;Dominik;430500;Computer;;
28.06.2025;Niehues;Computer;182060;Alfons;181009.0;Thomas
28.06.2025;Urbig;Computer;923400;Thomas;922000.0;Alfons
28.06.2025;Busch;Christoph;730000;Computer;;
28.06.2025;Kömür;Computer;2350050;Christian;2272000.0;Thomas
27.06.2025;Torunarigha;Computer;3390000;Andreas;;
27.06.2025;Dietz;Thomas;189000;Computer;;
27.06.2025;Meffert;Computer;1750000;Alfons;;
27.06.2025;Tauer;Computer;190080;Alfons;190000.0;Thomas
26.06.2025;Moukoko;Andreas;1290000;Computer;;
26.06.2025;Mittelstädt;Thomas;8872500;Computer;;
26.06.2025;Wätjen;Thomas;239200;Computer;;
26.06.2025;Busch;Computer;740000;Christoph;724980.0;Alfons
26.06.2025;Rosenfelder;Alfons;2434100;Computer;;
26.06.2025;Černý;Christoph;845500;Computer;;
25.06.2025;Henrichs;Christoph;3151800;Computer;;
25.06.2025;Glatzel;Computer;4811000;Thomas;;
25.06.2025;Agu;Computer;3121000;Thomas;;
25.06.2025;B. Dárdai;Computer;1290000;Christoph;;
24.06.2025;Telle;Thomas;187200;Computer;;
24.06.2025;Laimer;Computer;3681515;Pascal;3672500.0;Nico
24.06.2025;L. Philipp;Computer;262000;Pascal;;
23.06.2025;Bebou;Computer;2415040;Alfons;;
23.06.2025;P. Pfeiffer;Computer;420000;Christian;;
23.06.2025;Neuhaus;Thomas;3087000;Computer;;
23.06.2025;Olise;Computer;19200600;Nico;;
23.06.2025;Agyekum;Computer;320000;Christian;;
22.06.2025;Can;Computer;4232323;Pascal;3555100.0;Nico
22.06.2025;Weißhaupt;Computer;2198950;Dominik;2123001.0;Nico
22.06.2025;Theate;Computer;6632900;Christoph;5775555.0;Nico
22.06.2025;Moukoko;Computer;1500000;Andreas;;
22.06.2025;Höler;Computer;3455500;Nico;;
21.06.2025;Götze;Christoph;3896400;Computer;;
21.06.2025;Vermeeren;Christoph;1816500;Computer;;
21.06.2025;Kücüksahin;Dominik;176400;Computer;;
21.06.2025;Breithaupt;Dominik;210000;Computer;;
20.06.2025;Schimmer;Computer;245000;Dominik;222040.0;Alfons
20.06.2025;Kauã Santos;Computer;950030;Dominik;;
20.06.2025;Petersson;Thomas;168000;Computer;;
20.06.2025;Reis;Christian;2163000;Computer;;
20.06.2025;Kücüksahin;Computer;160020;Dominik;;
20.06.2025;Paredes;Computer;1240000;Christoph;;
20.06.2025;Höfler;Computer;465000;Dominik;;
20.06.2025;Upamecano;Computer;7581680;Christoph;5800000.0;Alfons
19.06.2025;Breithaupt;Computer;190001;Dominik;;
19.06.2025;Maier;Alfons;850500;Computer;;
19.06.2025;Moerstedt;Computer;1200008;Dominik;;
18.06.2025;Mets;Computer;745000;Dominik;650000.0;Andreas
18.06.2025;Ouédraogo;Computer;2207700;Christoph;2143700.0;Dominik
18.06.2025;Kim;Pascal;4809000;Computer;;
18.06.2025;Stöger;Computer;5750000;Andreas;5715000.0;Alfons
18.06.2025;Ceesay;Computer;290009;Dominik;;
18.06.2025;Tschernuth;Christoph;161600;Computer;;
18.06.2025;Černý;Computer;1200015;Christoph;;
17.06.2025;Kim;Computer;5523535;Pascal;;
17.06.2025;Ritzka;Computer;630008;Dominik;;
17.06.2025;Ilaix Moriba;Andreas;295800;Computer;;
17.06.2025;Telle;Computer;160044;Thomas;160005.0;Christoph
17.06.2025;Tschernuth;Computer;160005;Christoph;;
17.06.2025;Petersson;Computer;160033;Thomas;160005.0;Christoph
16.06.2025;Dina Ebimbe;Alfons;442900;Computer;;
16.06.2025;N. Schlotterbeck;Computer;7729250;Dominik;7075500.0;Nico
16.06.2025;Maza;Nico;9790200;Computer;;
16.06.2025;M. El Mala;Computer;440000;Andreas;425040.0;Alfons
16.06.2025;Stergiou;Christian;1148400;Computer;;
16.06.2025;García;Christoph;7477800;Computer;;
16.06.2025;Klostermann;Computer;2889001;Dominik;2582700.0;Nico
16.06.2025;Preu;Christoph;339500;Computer;;
16.06.2025;Netz;Computer;1389001;Dominik;1320020.0;Alfons
16.06.2025;Dietz;Computer;161008;Thomas;160040.0;Alfons
16.06.2025;Veratschnig;Christoph;360500;Computer;;
16.06.2025;Jatta;Thomas;1960000;Computer;;
15.06.2025;Gomis;Thomas;1390500;Computer;;
15.06.2025;Sieb;Computer;1660001;Dominik;;
15.06.2025;Matanović;Computer;2800020;Alfons;2700000.0;Christoph
15.06.2025;Malatini;Computer;880008;Dominik;;
15.06.2025;Dahmen;Thomas;3131400;Computer;;
15.06.2025;Burkardt;Computer;16203000;Thomas;15555555.0;Nico
14.06.2025;Al-Dakhil;Computer;961001;Dominik;;
14.06.2025;Osterhage;Thomas;2288000;Computer;;
14.06.2025;García;Computer;7533800;Christoph;7360000.0;Alfons
14.06.2025;Maier;Computer;875000;Alfons;868000.0;Dominik
14.06.2025;Højlund;Alfons;1328700;Computer;;
13.06.2025;Schlager;Dominik;3759500;Computer;;
13.06.2025;Nsoki;Computer;470008;Dominik;;
13.06.2025;Schäfer;Computer;1545200;Nico;1541000.0;Dominik
13.06.2025;Ginter;Computer;5200510;Alfons;5142422.0;Pascal
13.06.2025;Ogbus;Computer;457700;Dominik;;
13.06.2025;A. Jung;Computer;1723555;Pascal;1676000.0;Dominik
13.06.2025;Höfler;Alfons;489600;Computer;;
13.06.2025;Noll;Dominik;170000;Computer;;
12.06.2025;Süle;Computer;4710001;Alfons;4679509.0;Dominik
12.06.2025;Schmitz;Thomas;171700;Computer;;
12.06.2025;Fukuda;Alfons;420000;Computer;;
12.06.2025;Vagnoman;Nico;2114600;Computer;;
12.06.2025;Traoré;Christoph;1326000;Computer;;
12.06.2025;Sander;Dominik;2270000;Computer;;
12.06.2025;Ouédraogo;Nico;2069600;Computer;;
12.06.2025;Ljubičić;Alfons;808500;Computer;;
12.06.2025;Beste;Dominik;3450000;Computer;;
12.06.2025;Prtajin;Alfons;280000;Computer;;
12.06.2025;Millot;Computer;6750000;Andreas;6700000.0;Alfons
12.06.2025;Noll;Computer;164000;Dominik;161000.0;Thomas
12.06.2025;Zetterer;Christoph;2667000;Computer;;
11.06.2025;Stergiou;Dominik;1500000;Christian;;
11.06.2025;Can;Dominik;3520000;Computer;;
11.06.2025;Trimmel;Computer;2121323;Pascal;;
11.06.2025;Skarke;Thomas;1407600;Computer;;
11.06.2025;Elfadli;Dominik;3800000;Christian;;
11.06.2025;Schöppner;Alfons;4900000;Christian;;
11.06.2025;Neuhaus;Computer;3167000;Thomas;2861100.0;Nico
11.06.2025;Gomis;Computer;1477000;Thomas;;
11.06.2025;Vasilj;Dominik;3161300;Computer;;
11.06.2025;Maza;Computer;9575555;Nico;9564000.0;Thomas
11.06.2025;Hennrich;Dominik;168000;Computer;;
10.06.2025;Schmitz;Computer;160000;Thomas;;
10.06.2025;Amiri;Computer;13600300;Christoph;12934000.0;Thomas
10.06.2025;Nebel;Computer;12756800;Dominik;;
10.06.2025;Vagnoman;Computer;2087500;Nico;2080000.0;Alfons
10.06.2025;K. Müller;Christoph;1840800;Computer;;
10.06.2025;Juranović;Nico;1440000;Computer;;
09.06.2025;Tabaković;Alfons;1832600;Computer;;
09.06.2025;Widmer;Alfons;748800;Computer;;
09.06.2025;Ma. Müller;Dominik;242400;Computer;;
09.06.2025;Alvero;Computer;360000;Andreas;345011.0;Alfons
09.06.2025;Dina Ebimbe;Computer;560000;Alfons;;
09.06.2025;Schöppner;Computer;3900000;Alfons;3417500.0;Nico
08.06.2025;J. Hofmann;Computer;5000000;Alfons;4112122.0;Pascal
08.06.2025;Ilaix Moriba;Computer;350000;Andreas;323233.0;Pascal
08.06.2025;Gerhardt;Christian;873600;Computer;;
08.06.2025;Hübers;Computer;3450001;Dominik;3435011.0;Alfons
08.06.2025;Undav;Computer;13850000;Alfons;12550000.0;Nico
08.06.2025;Chabot;Computer;6391777;Dominik;;
08.06.2025;Chase;Computer;1011001;Dominik;965000.0;Alfons
08.06.2025;Lainer;Dominik;760000;Computer;;
08.06.2025;Suzuki;Nico;6110000;Computer;;
08.06.2025;Vidić;Thomas;166400;Computer;;
08.06.2025;Prtajin;Computer;310000;Alfons;;
08.06.2025;G. Orban;Nico;1868500;Computer;;
08.06.2025;B. Dárdai;Dominik;1884900;Computer;;
07.06.2025;Baumgartner;Computer;3110009;Dominik;3000000.0;Alfons
07.06.2025;Friedrich;Dominik;1040000;Computer;;
07.06.2025;Burke;Dominik;5018400;Computer;;
07.06.2025;Matanović;Dominik;1713600;Computer;;
07.06.2025;Geiger;Nico;1060500;Computer;;
07.06.2025;Finkgräfe;Computer;2221000;Christoph;2000000.0;Alfons
07.06.2025;Pesch;Nico;198000;Computer;;
07.06.2025;Ma. Müller;Computer;195008;Dominik;173000.0;Alfons
06.06.2025;Swider;Christoph;164800;Computer;;
06.06.2025;Ljubičić;Computer;605009;Alfons;;
06.06.2025;Juranović;Computer;1395200;Nico;1350005.0;Dominik
06.06.2025;Heuer Fernandes;Computer;2555000;Thomas;2550002.0;Dominik
06.06.2025;Chaves;Computer;3200000;Christoph;2600000.0;Christian
06.06.2025;Haberer;Computer;1685000;Dominik;1665123.0;Nico
06.06.2025;Muslija;Dominik;450000;Computer;;
06.06.2025;Widmer;Computer;800289;Alfons;800008.0;Dominik
06.06.2025;Koudossou;Dominik;462000;Computer;;
06.06.2025;Irvine;Computer;4536666;Pascal;3777000.0;Thomas
06.06.2025;Skhiri;Computer;5355355;Pascal;4700000.0;Alfons
05.06.2025;Stiller;Christoph;13020800;Computer;;
05.06.2025;Hollerbach;Computer;7390000;Andreas;7150009.0;Alfons
05.06.2025;Dong;Pascal;595200;Computer;;
05.06.2025;Dźwigała;Christoph;203700;Computer;;
05.06.2025;Hranáč;Alfons;199500;Computer;;
05.06.2025;Gleiber;Christoph;192000;Computer;;
05.06.2025;Ngankam;Dominik;470000;Computer;;
05.06.2025;Poulsen;Pascal;1620000;Computer;;
05.06.2025;Berisha;Pascal;2028000;Computer;;
05.06.2025;Tietz;Computer;4500000;Alfons;4050008.0;Dominik
04.06.2025;L. Reis;Alfons;5500000;Christian;;
04.06.2025;F. Becker;Thomas;520000;Computer;;
04.06.2025;Keitel;Computer;670000;Andreas;641089.0;Alfons
04.06.2025;S. Burchert;Thomas;163200;Computer;;
04.06.2025;Vasilj;Computer;3110005;Dominik;2945500.0;Nico
04.06.2025;Friedl;Computer;4123233;Pascal;4000000.0;Christoph
04.06.2025;Vidić;Computer;160000;Thomas;;
04.06.2025;P. Aaronson;Computer;2150008;Dominik;1500000.0;Christoph
04.06.2025;Larsson;Computer;6757575;Pascal;5545555.0;Nico
04.06.2025;Adli;Computer;5350000;Dominik;4655700.0;Nico
04.06.2025;Paçarada;Pascal;3097500;Computer;;
04.06.2025;Stanišić;Thomas;7266000;Computer;;
03.06.2025;Özcan;Christian;1449600;Computer;;
03.06.2025;Hennrich;Christian;180000;Dominik;;
03.06.2025;Conteh;Computer;1200000;Andreas;1110000.0;Alfons
03.06.2025;Obert;Nico;388500;Computer;;
03.06.2025;Haidara;Christian;1726400;Computer;;
03.06.2025;Muslija;Nico;580000;Dominik;;
03.06.2025;Ullrich;Christian;1036800;Computer;;
03.06.2025;Fischer;Computer;1200000;Andreas;1185000.0;Alfons
02.06.2025;Poller;Nico;285600;Computer;;
02.06.2025;Goretzka;Alfons;9061500;Computer;;
02.06.2025;Meyer;Computer;262000;Thomas;;
02.06.2025;Schlager;Computer;2850005;Dominik;2700000.0;Alfons
02.06.2025;Dźwigała;Computer;230000;Christoph;;
02.06.2025;Elvedi;Computer;4123233;Pascal;3100000.0;Alfons
02.06.2025;Koudossou;Computer;456005;Dominik;393000.0;Thomas
02.06.2025;Raab;Nico;210000;Computer;;
02.06.2025;S. Burchert;Computer;160033;Thomas;;
02.06.2025;Doan;Computer;14211000;Thomas;13640008.0;Dominik
02.06.2025;Manzambi;Pascal;4268000;Computer;;
02.06.2025;Gerhardt;Alfons;1500000;Christian;;
02.06.2025;Buta;Thomas;1060900;Computer;;
02.06.2025;Hämmerle;Nico;183600;Computer;;
02.06.2025;Suzuki;Computer;7755200;Nico;7300000.0;Christoph
02.06.2025;L. Grill;Thomas;193800;Computer;;
02.06.2025;Sakar;Pascal;163200;Computer;;
01.06.2025;Günter;Thomas;1888700;Computer;;
01.06.2025;Frimpong;Thomas;6468800;Computer;;
01.06.2025;Šeško;Dominik;12852000;Computer;;
01.06.2025;Krätzig;Thomas;2793000;Computer;;
01.06.2025;Tschernuth;Thomas;273000;Computer;;
01.06.2025;Schmitz;Pascal;188100;Computer;;
01.06.2025;Ngankam;Computer;566000;Dominik;543000.0;Thomas
01.06.2025;Koulierakis;Computer;4135353;Pascal;3500000.0;Andreas
01.06.2025;Gebel;Thomas;217800;Computer;;
01.06.2025;Öztunali;Dominik;197600;Computer;;
01.06.2025;Mikelbrencis;Alfons;1639300;Computer;;
01.06.2025;Juranović;Pascal;1312500;Computer;;
01.06.2025;Suhonen;Dominik;218400;Computer;;
01.06.2025;Raimund;Pascal;426400;Computer;;
31.05.2025;Buta;Computer;1255000;Thomas;1162000.0;Alfons
31.05.2025;Ekitiké;Computer;15000000;Christian;;
31.05.2025;Højlund;Computer;1230011;Alfons;1200000.0;Andreas
31.05.2025;Beste;Computer;3105003;Dominik;2947500.0;Nico
31.05.2025;Obert;Computer;420050;Nico;;
31.05.2025;Berisha;Computer;1423233;Pascal;1390000.0;Andreas
31.05.2025;Pyrka;Alfons;1515000;Computer;;
31.05.2025;Goretzka;Computer;9231900;Alfons;;
31.05.2025;Keitel;Alfons;589000;Computer;;
31.05.2025;Mittelstädt;Computer;10558000;Thomas;10000002.0;Christian
31.05.2025;L. Grill;Computer;180000;Thomas;;
30.05.2025;Suhonen;Computer;250008;Dominik;;
30.05.2025;Hranáč;Computer;1660000;Alfons;165000.0;Thomas
29.05.2025;Lainer;Computer;820005;Dominik;798500.0;Nico
29.05.2025;Voll;Dominik;421400;Computer;;
29.05.2025;Mané;Dominik;197600;Computer;;
29.05.2025;Atubolu;Computer;3500000;Christoph;2858588.0;Pascal
29.05.2025;Muslija;Computer;720500;Nico;560000.0;Christoph
29.05.2025;Stanišić;Computer;6688000;Thomas;6245500.0;Nico
29.05.2025;Gregoritsch;Computer;1085555;Nico;;
29.05.2025;Šeško;Computer;10480001;Dominik;;
29.05.2025;Vidović;Dominik;435600;Computer;;
29.05.2025;Mikelbrencis;Computer;1685000;Alfons;1643000.0;Thomas
29.05.2025;Stiller;Computer;13050000;Christoph;12475500.0;Nico
29.05.2025;Fukuda;Computer;168000;Alfons;;
29.05.2025;Feller;Alfons;712500;Computer;;
29.05.2025;Diehl;Computer;240000;Thomas;;
29.05.2025;F. Müller;Pascal;1000000;Christoph;;
29.05.2025;G. Orban;Computer;1250000;Nico;;
29.05.2025;Đurić;Alfons;185400;Computer;;
29.05.2025;Öztunali;Computer;200007;Dominik;175000.0;Thomas
28.05.2025;Baku;Christian;4871900;Computer;;
28.05.2025;Adeh;Christian;336000;Computer;;
28.05.2025;Sarco;Christian;204000;Computer;;
28.05.2025;Peretz;Christian;273000;Computer;;
28.05.2025;Koulierakis;Christian;3201700;Computer;;
